surah,ayah,word_index,token_ar,root,lemma,pos
4,47,13,أَن,,أَن,
4,47,14,نَّطْمِسَ,طمس,طُمِسَتْ,V
4,47,15,وُجُوهًا,وجه,وَجْه,N
4,47,16,فَنَرُدَّهَا,ردد,رَدَّ,V
4,47,17,عَلَىٰٓ,,عَلَى,
4,47,18,أَدْبَارِهَآ,دبر,دُبُر,N
4,47,19,أَوْ,,أَو,
4,47,20,نَلْعَنَهُمْ,لعن,لَعَنَ,V
4,47,21,كَمَا,,ما,
4,47,22,لَعَنَّآ,لعن,لَعَنَ,V
4,47,23,أَصْحَٰبَ,صحب,أَصْحاب,N
4,47,24,ٱلسَّبْتِ,سبت,سَبْت,N
4,47,25,وَكَانَ,كون,كانَ,V
4,47,26,أَمْرُ,أمر,أَمْر,N
4,47,27,ٱللَّهِ,أله,اللَّه,N
4,47,28,مَفْعُولًا,فعل,مَفْعُول,N
4,48,1,إِنَّ,,إِنّ,
4,48,2,ٱللَّهَ,أله,اللَّه,N
4,48,3,لَا,,لا,
4,48,4,يَغْفِرُ,غفر,غَفَرَ,V
4,48,5,أَن,,أَن,
4,48,6,يُشْرَكَ,شرك,أَشْرَكَ,V
4,48,7,بِهِۦ,,,N
4,48,8,وَيَغْفِرُ,غفر,غَفَرَ,V
4,48,9,مَا,,ما,N
4,48,10,دُونَ,دون,دُون,N
4,48,11,ذَٰلِكَ,,ذا,N
4,48,12,لِمَن,,مَن,N
4,48,13,يَشَآءُ,شيأ,شاءَ,V
4,48,14,وَمَن,,مَن,N
4,48,15,يُشْرِكْ,شرك,أَشْرَكَ,V
4,48,16,بِٱللَّهِ,أله,اللَّه,N
4,48,17,فَقَدِ,,قَد,
4,48,18,ٱفْتَرَىٰٓ,فري,افْتَرَى,V
4,48,19,إِثْمًا,أثم,إِثْم,N
4,48,20,عَظِيمًا,عظم,عَظِيم,N
4,49,1,أَلَمْ,,لَم,
4,49,2,تَرَ,رأي,رَأَى,V
4,49,3,إِلَى,,إِلَى,
4,49,4,ٱلَّذِينَ,,الَّذِي,N
4,49,5,يُزَكُّونَ,زكو,زَكَّى,V
4,49,6,أَنفُسَهُم,نفس,نَفْس,N
4,49,7,بَلِ,,بَل,
4,49,8,ٱللَّهُ,أله,اللَّه,N
4,49,9,يُزَكِّى,زكو,زَكَّى,V
4,49,10,مَن,,مَن,N
4,49,11,يَشَآءُ,شيأ,شاءَ,V
4,49,12,وَلَا,,لا,
4,49,13,يُظْلَمُونَ,ظلم,ظَلَمَ,V
4,49,14,فَتِيلًا,فتل,فَتِيل,N
4,50,1,ٱنظُرْ,نظر,نَظَرَ,V
4,50,2,كَيْفَ,كيف,كَيْف,N
4,50,3,يَفْتَرُونَ,فري,افْتَرَى,V
4,50,4,عَلَى,,عَلَى,
4,50,5,ٱللَّهِ,أله,اللَّه,N
4,50,6,ٱلْكَذِبَ,كذب,كَذِب,N
4,50,7,وَكَفَىٰ,كفي,كَفَى,V
4,50,8,بِهِۦٓ,,,N
4,50,9,إِثْمًا,أثم,إِثْم,N
4,50,10,مُّبِينًا,بين,مُبِين,N
4,51,1,أَلَمْ,,لَم,
4,51,2,تَرَ,رأي,رَأَى,V
4,51,3,إِلَى,,إِلَى,
4,51,4,ٱلَّذِينَ,,الَّذِي,N
4,51,5,أُوتُوا۟,أتي,آتَى,V
4,51,6,نَصِيبًا,نصب,نَصِيب,N
4,51,7,مِّنَ,,مِن,
4,51,8,ٱلْكِتَٰبِ,كتب,كِتاب,N
4,51,9,يُؤْمِنُونَ,أمن,آمَنَ,V
4,51,10,بِٱلْجِبْتِ,جبت,جِبْت,N
4,51,11,وَٱلطَّٰغُوتِ,طغي,طاغُوت,N
4,51,12,وَيَقُولُونَ,قول,قالَ,V
4,51,13,لِلَّذِينَ,,الَّذِي,N
4,51,14,كَفَرُوا۟,كفر,كَفَرَ,V
4,51,15,هَٰٓؤُلَآءِ,,ذا,N
4,51,16,أَهْدَىٰ,هدي,أَهْدَى,N
4,51,17,مِنَ,,مِن,
4,51,18,ٱلَّذِينَ,,الَّذِي,N
4,51,19,ءَامَنُوا۟,أمن,آمَنَ,V
4,51,20,سَبِيلًا,سبل,سَبِيل,N
4,52,1,أُو۟لَٰٓئِكَ,,ذا,N
4,52,2,ٱلَّذِينَ,,الَّذِي,N
4,52,3,لَعَنَهُمُ,لعن,لَعَنَ,V
4,52,4,ٱللَّهُ,أله,اللَّه,N
4,52,5,وَمَن,,مَن,N
4,52,6,يَلْعَنِ,لعن,لَعَنَ,V
4,52,7,ٱللَّهُ,أله,اللَّه,N
4,52,8,فَلَن,,لَن,
4,52,9,تَجِدَ,وجد,وَجَدَ,V
4,52,10,لَهُۥ,,,N
4,52,11,نَصِيرًا,نصر,نَصِير,N
4,53,1,أَمْ,,أَم,
4,53,2,لَهُمْ,,,N
4,53,3,نَصِيبٌ,نصب,نَصِيب,N
4,53,4,مِّنَ,,مِن,
4,53,5,ٱلْمُلْكِ,ملك,مُلْك,N
4,53,6,فَإِذًا,,إِذًا,
4,53,7,لَّا,,لا,
4,53,8,يُؤْتُونَ,أتي,آتَى,V
4,53,9,ٱلنَّاسَ,أنس,ناس,N
4,53,10,نَقِيرًا,نقر,نَقِير,N
4,54,1,أَمْ,,أَم,
4,54,2,يَحْسُدُونَ,حسد,حَسَدَ,V
4,54,3,ٱلنَّاسَ,أنس,ناس,N
4,54,4,عَلَىٰ,,عَلَى,
4,54,5,مَآ,,ما,N
4,54,6,ءَاتَىٰهُمُ,أتي,آتَى,V
4,54,7,ٱللَّهُ,أله,اللَّه,N
4,54,8,مِن,,مِن,
4,54,9,فَضْلِهِۦ,فضل,فَضْل,N
4,54,10,فَقَدْ,,قَد,
4,54,11,ءَاتَيْنَآ,أتي,آتَى,V
4,54,12,ءَالَ,أول,آل,N
4,54,13,إِبْرَٰهِيمَ,,إِبْراهِيم,N
4,54,14,ٱلْكِتَٰبَ,كتب,كِتاب,N
4,54,15,وَٱلْحِكْمَةَ,حكم,حِكْمَة,N
4,54,16,وَءَاتَيْنَٰهُم,أتي,آتَى,V
4,54,17,مُّلْكًا,ملك,مُلْك,N
4,54,18,عَظِيمًا,عظم,عَظِيم,N
4,55,1,فَمِنْهُم,,مِن,
4,55,2,مَّنْ,,مَن,N
4,55,3,ءَامَنَ,أمن,آمَنَ,V
4,55,4,بِهِۦ,,,N
4,55,5,وَمِنْهُم,,مِن,
4,55,6,مَّن,,مَن,N
4,55,7,صَدَّ,صدد,صَدَّ,V
4,55,8,عَنْهُ,,عَن,
4,55,9,وَكَفَىٰ,كفي,كَفَى,V
4,55,10,بِجَهَنَّمَ,,جَهَنَّم,N
4,55,11,سَعِيرًا,سعر,سَعِير,N
4,56,1,إِنَّ,,إِنّ,
4,56,2,ٱلَّذِينَ,,الَّذِي,N
4,56,3,كَفَرُوا۟,كفر,كَفَرَ,V
4,56,4,بِـَٔايَٰتِنَا,أيي,آيَة,N
4,56,5,سَوْفَ,,سَوْف,
4,56,6,نُصْلِيهِمْ,صلي,أُصْلِي,V
4,56,7,نَارًا,نور,نار,N
4,56,8,كُلَّمَا,كلل,كُلَّما,N
4,56,9,نَضِجَتْ,نضج,نَضِجَتْ,V
4,56,10,جُلُودُهُم,جلد,جُلُود,N
4,56,11,بَدَّلْنَٰهُمْ,بدل,بَدَّلَ,V
4,56,12,جُلُودًا,جلد,جُلُود,N
4,56,13,غَيْرَهَا,غير,غَيْر,N
4,56,14,لِيَذُوقُوا۟,ذوق,ذاقُ,V
4,56,15,ٱلْعَذَابَ,عذب,عَذاب,N
4,56,16,إِنَّ,,إِنّ,
4,56,17,ٱللَّهَ,أله,اللَّه,N
4,56,18,كَانَ,كون,كانَ,V
4,56,19,عَزِيزًا,عزز,عَزِيز,N
4,56,20,حَكِيمًا,حكم,حَكِيم,N
4,57,1,وَٱلَّذِينَ,,الَّذِي,N
4,57,2,ءَامَنُوا۟,أمن,آمَنَ,V
4,57,3,وَعَمِلُوا۟,عمل,عَمِلَ,V
4,57,4,ٱلصَّٰلِحَٰتِ,صلح,صالِحَة,N
4,57,5,سَنُدْخِلُهُمْ,دخل,أُدْخِلَ,V
4,57,6,جَنَّٰتٍ,جنن,جَنَّة,N
4,57,7,تَجْرِى,جري,جَرَيْ,V
4,57,8,مِن,,مِن,
4,57,9,تَحْتِهَا,تحت,تَحْت,N
4,57,10,ٱلْأَنْهَٰرُ,نهر,نَهَر,N
4,57,11,خَٰلِدِينَ,خلد,خالِد,N
4,57,12,فِيهَآ,,فِي,
4,57,13,أَبَدًا,أبد,أَبَدًا,N
4,57,14,لَّهُمْ,,,N
4,57,15,فِيهَآ,,فِي,
4,57,16,أَزْوَٰجٌ,زوج,زَوْج,N
4,57,17,مُّطَهَّرَةٌ,طهر,مُطَهَّرَة,N
4,57,18,وَنُدْخِلُهُمْ,دخل,أُدْخِلَ,V
4,57,19,ظِلًّا,ظلل,ظِلّ,N
4,57,20,ظَلِيلًا,ظلل,ظَلِيل,N
4,58,1,إِنَّ,,إِنّ,
4,58,2,ٱللَّهَ,أله,اللَّه,N
4,58,3,يَأْمُرُكُمْ,أمر,أَمَرَ,V
4,58,4,أَن,,أَن,
4,58,5,تُؤَدُّوا۟,أدي,يُؤَدِّ,V
4,58,6,ٱلْأَمَٰنَٰتِ,أمن,أَمانَة,N
4,58,7,إِلَىٰٓ,,إِلَى,
4,58,8,أَهْلِهَا,أهل,أَهْل,N
4,58,9,وَإِذَا,,إِذا,N
4,58,10,حَكَمْتُم,حكم,حَكَمَ,V
4,58,11,بَيْنَ,بين,بَيْن,N
4,58,12,ٱلنَّاسِ,أنس,ناس,N
4,58,13,أَن,,أَن,
4,58,14,تَحْكُمُوا۟,حكم,حَكَمَ,V
4,58,15,بِٱلْعَدْلِ,عدل,عَدْل,N
4,58,16,إِنَّ,,إِنّ,
4,58,17,ٱللَّهَ,أله,اللَّه,N
4,58,18,نِعِمَّا,نعم,ما,N
4,58,19,يَعِظُكُم,وعظ,وَعَظْ,V
4,58,20,بِهِۦٓ,,,N
4,58,21,إِنَّ,,إِنّ,
4,58,22,ٱللَّهَ,أله,اللَّه,N
4,58,23,كَانَ,كون,كانَ,V
4,58,24,سَمِيعًۢا,سمع,سَمِيع,N
4,58,25,بَصِيرًا,بصر,بَصِير,N
4,59,1,يَٰٓأَيُّهَا,أيي,أَيّ,N
4,59,2,ٱلَّذِينَ,,الَّذِي,N
4,59,3,ءَامَنُوٓا۟,أمن,آمَنَ,V
4,59,4,أَطِيعُوا۟,طوع,أَطاعَ,V
4,59,5,ٱللَّهَ,أله,اللَّه,N
4,59,6,وَأَطِيعُوا۟,طوع,أَطاعَ,V
4,59,7,ٱلرَّسُولَ,رسل,رَسُول,N
4,59,8,وَأُو۟لِى,,ذُو,N
4,59,9,ٱلْأَمْرِ,أمر,أَمْر,N
4,59,10,مِنكُمْ,,مِن,
4,59,11,فَإِن,,إِن,
4,59,12,تَنَٰزَعْتُمْ,نزع,تَنازَعُ,V
4,59,13,فِى,,فِي,
4,59,14,شَىْءٍ,شيأ,شَىْء,N
4,59,15,فَرُدُّوهُ,ردد,رَدَّ,V
4,59,16,إِلَى,,إِلَى,
4,59,17,ٱللَّهِ,أله,اللَّه,N
4,59,18,وَٱلرَّسُولِ,رسل,رَسُول,N
4,59,19,إِن,,إِن,
4,59,20,كُنتُمْ,كون,كانَ,V
4,59,21,تُؤْمِنُونَ,أمن,آمَنَ,V
4,59,22,بِٱللَّهِ,أله,اللَّه,N
4,59,23,وَٱلْيَوْمِ,يوم,يَوْم,N
4,59,24,ٱلْءَاخِرِ,أخر,آخِر,N
4,59,25,ذَٰلِكَ,,ذا,N
4,59,26,خَيْرٌ,خير,خَيْر,N
4,59,27,وَأَحْسَنُ,حسن,أَحْسَن,N
4,59,28,تَأْوِيلًا,أول,تَأْوِيل,N
4,60,1,أَلَمْ,,لَم,
4,60,2,تَرَ,رأي,رَأَى,V
4,60,3,إِلَى,,إِلَى,
4,60,4,ٱلَّذِينَ,,الَّذِي,N
4,60,5,يَزْعُمُونَ,زعم,زَعَمَ,V
4,60,6,أَنَّهُمْ,,أَنّ,
4,60,7,ءَامَنُوا۟,أمن,آمَنَ,V
4,60,8,بِمَآ,,ما,N
4,60,9,أُنزِلَ,نزل,أَنزَلَ,V
4,60,10,إِلَيْكَ,,إِلَى,
4,60,11,وَمَآ,,ما,N
4,60,12,أُنزِلَ,نزل,أَنزَلَ,V
4,60,13,مِن,,مِن,
4,60,14,قَبْلِكَ,قبل,قَبْل,N
4,60,15,يُرِيدُونَ,رود,أَرادَ,V
4,60,16,أَن,,أَن,
4,60,17,يَتَحَاكَمُوٓا۟,حكم,يَتَحاكَمُ,V
4,60,18,إِلَى,,إِلَى,
4,60,19,ٱلطَّٰغُوتِ,طغي,طاغُوت,N
4,60,20,وَقَدْ,,قَد,
4,60,21,أُمِرُوٓا۟,أمر,أَمَرَ,V
4,60,22,أَن,,أَن,
4,60,23,يَكْفُرُوا۟,كفر,كَفَرَ,V
4,60,24,بِهِۦ,,,N
4,60,25,وَيُرِيدُ,رود,أَرادَ,V
4,60,26,ٱلشَّيْطَٰنُ,شطن,شَيْطان,N
4,60,27,أَن,,أَن,
4,60,28,يُضِلَّهُمْ,ضلل,أَضَلَّ,V
4,60,29,ضَلَٰلًۢا,ضلل,ضَلال,N
4,60,30,بَعِيدًا,بعد,بَعِيد,N
4,61,1,وَإِذَا,,إِذا,N
4,61,2,قِيلَ,قول,قالَ,V
4,61,3,لَهُمْ,,,N
4,61,4,تَعَالَوْا۟,علو,تَعالَ,V
4,61,5,إِلَىٰ,,إِلَى,
4,61,6,مَآ,,ما,N
4,61,7,أَنزَلَ,نزل,أَنزَلَ,V
4,61,8,ٱللَّهُ,أله,اللَّه,N
4,61,9,وَإِلَى,,إِلَى,
4,61,10,ٱلرَّسُولِ,رسل,رَسُول,N
4,61,11,رَأَيْتَ,رأي,رَأَى,V
4,61,12,ٱلْمُنَٰفِقِينَ,نفق,مُنافِق,N
4,61,13,يَصُدُّونَ,صدد,صَدَّ,V
4,61,14,عَنكَ,,عَن,
4,61,15,صُدُودًا,صدد,صُدُود,N
4,62,1,فَكَيْفَ,كيف,كَيْف,N
4,62,2,إِذَآ,,إِذا,N
4,62,3,أَصَٰبَتْهُم,صوب,أَصابَ,V
4,62,4,مُّصِيبَةٌۢ,صوب,مُصِيبَة,N
4,62,5,بِمَا,,ما,N
4,62,6,قَدَّمَتْ,قدم,قَدَّمَ,V
4,62,7,أَيْدِيهِمْ,يدي,يَد,N
4,62,8,ثُمَّ,,ثُمّ,
4,62,9,جَآءُوكَ,جيأ,جاءَ,V
4,62,10,يَحْلِفُونَ,حلف,حَلَفْ,V
4,62,11,بِٱللَّهِ,أله,اللَّه,N
4,62,12,إِنْ,,إِن,
4,62,13,أَرَدْنَآ,رود,أَرادَ,V
4,62,14,إِلَّآ,,إِلّا,
4,62,15,إِحْسَٰنًا,حسن,إِحْسان,N
4,62,16,وَتَوْفِيقًا,وفق,تَوْفِيق,N
4,63,1,أُو۟لَٰٓئِكَ,,ذا,N
4,63,2,ٱلَّذِينَ,,الَّذِي,N
4,63,3,يَعْلَمُ,علم,عَلِمَ,V
4,63,4,ٱللَّهُ,أله,اللَّه,N
4,63,5,مَا,,ما,N
4,63,6,فِى,,فِي,
4,63,7,قُلُوبِهِمْ,قلب,قَلْب,N
4,63,8,فَأَعْرِضْ,عرض,أَعْرَضَ,V
4,63,9,عَنْهُمْ,,عَن,
4,63,10,وَعِظْهُمْ,وعظ,وَعَظْ,V
4,63,11,وَقُل,قول,قالَ,V
4,63,12,لَّهُمْ,,,N
4,63,13,فِىٓ,,فِي,
4,63,14,أَنفُسِهِمْ,نفس,نَفْس,N
4,63,15,قَوْلًۢا,قول,قَوْل,N
4,63,16,بَلِيغًا,بلغ,بَلِيغ,N
4,64,1,وَمَآ,,ما,
4,64,2,أَرْسَلْنَا,رسل,أَرْسَلَ,V
4,64,3,مِن,,مِن,
4,64,4,رَّسُولٍ,رسل,رَسُول,N
4,64,5,إِلَّا,,إِلّا,
4,64,6,لِيُطَاعَ,طوع,يُطاعُ,V
4,64,7,بِإِذْنِ,أذن,إِذْن,N
4,64,8,ٱللَّهِ,أله,اللَّه,N
4,64,9,وَلَوْ,,لَو,
4,64,10,أَنَّهُمْ,,أَنّ,
4,64,11,إِذ,,إِذ,N
4,64,12,ظَّلَمُوٓا۟,ظلم,ظَلَمَ,V
4,64,13,أَنفُسَهُمْ,نفس,نَفْس,N
4,64,14,جَآءُوكَ,جيأ,جاءَ,V
4,64,15,فَٱسْتَغْفَرُوا۟,غفر,اسْتَغْفَرَ,V
4,64,16,ٱللَّهَ,أله,اللَّه,N
4,64,17,وَٱسْتَغْفَرَ,غفر,اسْتَغْفَرَ,V
4,64,18,لَهُمُ,,,N
4,64,19,ٱلرَّسُولُ,رسل,رَسُول,N
4,64,20,لَوَجَدُوا۟,وجد,وَجَدَ,V
4,64,21,ٱللَّهَ,أله,اللَّه,N
4,64,22,تَوَّابًا,توب,تَوّاب,N
4,64,23,رَّحِيمًا,رحم,رَحِيم,N
4,65,1,فَلَا,,لا,
4,65,2,وَرَبِّكَ,ربب,رَبّ,N
4,65,3,لَا,,لا,
4,65,4,يُؤْمِنُونَ,أمن,آمَنَ,V
4,65,5,حَتَّىٰ,,حَتَّى,
4,65,6,يُحَكِّمُوكَ,حكم,يُحَكِّمُ,V
4,65,7,فِيمَا,,ما,N
4,65,8,شَجَرَ,شجر,شَجَرَ,V
4,65,9,بَيْنَهُمْ,بين,بَيْن,N
4,65,10,ثُمَّ,,ثُمّ,
4,65,11,لَا,,لا,
4,65,12,يَجِدُوا۟,وجد,وَجَدَ,V
4,65,13,فِىٓ,,فِي,
4,65,14,أَنفُسِهِمْ,نفس,نَفْس,N
4,65,15,حَرَجًا,حرج,حَرَج,N
4,65,16,مِّمَّا,,ما,N
4,65,17,قَضَيْتَ,قضي,قَضَى,V
4,65,18,وَيُسَلِّمُوا۟,سلم,سَلَّمَ,V
4,65,19,تَسْلِيمًا,سلم,تَسْلِيم,N
4,66,1,وَلَوْ,,لَو,
4,66,2,أَنَّا,,أَنّ,
4,66,3,كَتَبْنَا,كتب,كَتَبَ,V
4,66,4,عَلَيْهِمْ,,عَلَى,
4,66,5,أَنِ,,أَن,
4,66,6,ٱقْتُلُوٓا۟,قتل,قَتَلَ,V
4,66,7,أَنفُسَكُمْ,نفس,نَفْس,N
4,66,8,أَوِ,,أَو,
4,66,9,ٱخْرُجُوا۟,خرج,خَرَجَ,V
4,66,10,مِن,,مِن,
4,66,11,دِيَٰرِكُم,دور,دار,N
4,66,12,مَّا,,ما,
4,66,13,فَعَلُوهُ,فعل,فَعَلَ,V
4,66,14,إِلَّا,,إِلّا,
4,66,15,قَلِيلٌ,قلل,قَلِيل,N
4,66,16,مِّنْهُمْ,,مِن,
4,66,17,وَلَوْ,,لَو,
4,66,18,أَنَّهُمْ,,أَنّ,
4,66,19,فَعَلُوا۟,فعل,فَعَلَ,V
4,66,20,مَا,,ما,N
4,66,21,يُوعَظُونَ,وعظ,وَعَظْ,V
4,66,22,بِهِۦ,,,N
4,66,23,لَكَانَ,كون,كانَ,V
4,66,24,خَيْرًا,خير,خَيْر,N
4,66,25,لَّهُمْ,,,N
4,66,26,وَأَشَدَّ,شدد,أَشَدّ,N
4,66,27,تَثْبِيتًا,ثبت,تَثْبِيت,N
4,67,1,وَإِذًا,,إِذًا,
4,67,2,لَّءَاتَيْنَٰهُم,أتي,آتَى,V
4,67,3,مِّن,,مِن,
4,67,4,لَّدُنَّآ,لدن,لَدُن,N
4,67,5,أَجْرًا,أجر,أَجْر,N
4,67,6,عَظِيمًا,عظم,عَظِيم,N
4,68,1,وَلَهَدَيْنَٰهُمْ,هدي,هَدَى,V
4,68,2,صِرَٰطًا,صرط,صِراط,N
4,68,3,مُّسْتَقِيمًا,قوم,مُسْتَقِيم,N
4,69,1,وَمَن,,مَن,N
4,69,2,يُطِعِ,طوع,أَطاعَ,V
4,69,3,ٱللَّهَ,أله,اللَّه,N
4,69,4,وَٱلرَّسُولَ,رسل,رَسُول,N
4,69,5,فَأُو۟لَٰٓئِكَ,,ذا,N
4,69,6,مَعَ,,مَع,N
4,69,7,ٱلَّذِينَ,,الَّذِي,N
4,69,8,أَنْعَمَ,نعم,أَنْعَمَ,V
4,69,9,ٱللَّهُ,أله,اللَّه,N
4,69,10,عَلَيْهِم,,عَلَى,
4,69,11,مِّنَ,,مِن,
4,69,12,ٱلنَّبِيِّۦنَ,نبأ,نَبِيّ,N
4,69,13,وَٱلصِّدِّيقِينَ,صدق,صِدِّيق,N
4,69,14,وَٱلشُّهَدَآءِ,شهد,شَهِيد,N
4,69,15,وَٱلصَّٰلِحِينَ,صلح,صالِح,N
4,69,16,وَحَسُنَ,حسن,حَسُنَ,V
4,69,17,أُو۟لَٰٓئِكَ,,ذا,N
4,69,18,رَفِيقًا,رفق,رَفِيق,N
4,70,1,ذَٰلِكَ,,ذا,N
4,70,2,ٱلْفَضْلُ,فضل,فَضْل,N
4,70,3,مِنَ,,مِن,
4,70,4,ٱللَّهِ,أله,اللَّه,N
4,70,5,وَكَفَىٰ,كفي,كَفَى,V
4,70,6,بِٱللَّهِ,أله,اللَّه,N
4,70,7,عَلِيمًا,علم,عَلِيم,N
4,71,1,يَٰٓأَيُّهَا,أيي,أَيّ,N
4,71,2,ٱلَّذِينَ,,الَّذِي,N
4,71,3,ءَامَنُوا۟,أمن,آمَنَ,V
4,71,4,خُذُوا۟,أخذ,أَخَذَ,V
4,71,5,حِذْرَكُمْ,حذر,حِذْر,N
4,71,6,فَٱنفِرُوا۟,نفر,نَفَرَ,V
4,71,7,ثُبَاتٍ,ثبي,ثُبَة,N
4,71,8,أَوِ,,أَو,
4,71,9,ٱنفِرُوا۟,نفر,نَفَرَ,V
4,71,10,جَمِيعًا,جمع,جَمِيع,N
4,72,1,وَإِنَّ,,إِنّ,
4,72,2,مِنكُمْ,,مِن,
4,72,3,لَمَن,,مَن,N
4,72,4,لَّيُبَطِّئَنَّ,بطأ,يُبَطِّئَ,V
4,72,5,فَإِنْ,,إِن,
4,72,6,أَصَٰبَتْكُم,صوب,أَصابَ,V
4,72,7,مُّصِيبَةٌ,صوب,مُصِيبَة,N
4,72,8,قَالَ,قول,قالَ,V
4,72,9,قَدْ,,قَد,
4,72,10,أَنْعَمَ,نعم,أَنْعَمَ,V
4,72,11,ٱللَّهُ,أله,اللَّه,N
4,72,12,عَلَىَّ,,عَلَى,
4,72,13,إِذْ,,إِذ,N
4,72,14,لَمْ,,لَم,
4,72,15,أَكُن,كون,كانَ,V
4,72,16,مَّعَهُمْ,,مَع,N
4,72,17,شَهِيدًا,شهد,شَهِيد,N
4,73,1,وَلَئِنْ,,إِن,
4,73,2,أَصَٰبَكُمْ,صوب,أَصابَ,V
4,73,3,فَضْلٌ,فضل,فَضْل,N
4,73,4,مِّنَ,,مِن,
4,73,5,ٱللَّهِ,أله,اللَّه,N
4,73,6,لَيَقُولَنَّ,قول,قالَ,V
4,73,7,كَأَن,,كَأَنْ,
4,73,8,لَّمْ,,لَم,
4,73,9,تَكُنۢ,كون,كانَ,V
4,73,10,بَيْنَكُمْ,بين,بَيْن,N
4,73,11,وَبَيْنَهُۥ,بين,بَيْن,N
4,73,12,مَوَدَّةٌ,ودد,مَوَدَّة,N
4,73,13,يَٰلَيْتَنِى,,لَيْت,
4,73,14,كُنتُ,كون,كانَ,V
4,73,15,مَعَهُمْ,,مَع,N
4,73,16,فَأَفُوزَ,فوز,فازَ,V
4,73,17,فَوْزًا,فوز,فَوْز,N
4,73,18,عَظِيمًا,عظم,عَظِيم,N
4,74,1,فَلْيُقَٰتِلْ,قتل,قاتَلَ,V
4,74,2,فِى,,فِي,
4,74,3,سَبِيلِ,سبل,سَبِيل,N
4,74,4,ٱللَّهِ,أله,اللَّه,N
4,74,5,ٱلَّذِينَ,,الَّذِي,N
4,74,6,يَشْرُونَ,شري,شَرَ,V
4,74,7,ٱلْحَيَوٰةَ,حيي,حَياة,N
4,74,8,ٱلدُّنْيَا,دنو,دُنْيا,N
4,74,9,بِٱلْءَاخِرَةِ,أخر,آخِر,N
4,74,10,وَمَن,,مَن,N
4,74,11,يُقَٰتِلْ,قتل,قاتَلَ,V
4,74,12,فِى,,فِي,
4,74,13,سَبِيلِ,سبل,سَبِيل,N
4,74,14,ٱللَّهِ,أله,اللَّه,N
4,74,15,فَيُقْتَلْ,قتل,قَتَلَ,V
4,74,16,أَوْ,,أَو,
4,74,17,يَغْلِبْ,غلب,غَلَبُ,V
4,74,18,فَسَوْفَ,,سَوْف,
4,74,19,نُؤْتِيهِ,أتي,آتَى,V
4,74,20,أَجْرًا,أجر,أَجْر,N
4,74,21,عَظِيمًا,عظم,عَظِيم,N
4,75,1,وَمَا,,ما,N
4,75,2,لَكُمْ,,,N
4,75,3,لَا,,لا,
4,75,4,تُقَٰتِلُونَ,قتل,قاتَلَ,V
4,75,5,فِى,,فِي,
4,75,6,سَبِيلِ,سبل,سَبِيل,N
4,75,7,ٱللَّهِ,أله,اللَّه,N
4,75,8,وَٱلْمُسْتَضْعَفِينَ,ضعف,مُسْتَضْعَف,N
4,75,9,مِنَ,,مِن,
4,75,10,ٱلرِّجَالِ,رجل,رِجال,N
4,75,11,وَٱلنِّسَآءِ,نسو,نِساء,N
4,75,12,وَٱلْوِلْدَٰنِ,ولد,وَلِيد,N
4,75,13,ٱلَّذِينَ,,الَّذِي,N
4,75,14,يَقُولُونَ,قول,قالَ,V
4,75,15,رَبَّنَآ,ربب,رَبّ,N
4,75,16,أَخْرِجْنَا,خرج,أَخْرَجَ,V
4,75,17,مِنْ,,مِن,
4,75,18,هَٰذِهِ,,ذا,N
4,75,19,ٱلْقَرْيَةِ,قري,قَرْيَة,N
4,75,20,ٱلظَّالِمِ,ظلم,ظالِم,N
4,75,21,أَهْلُهَا,أهل,أَهْل,N
4,75,22,وَٱجْعَل,جعل,جَعَلَ,V
4,75,23,لَّنَا,,,N
4,75,24,مِن,,مِن,
4,75,25,لَّدُنكَ,لدن,لَدُن,N
4,75,26,وَلِيًّا,ولي,وَلِيّ,N
4,75,27,وَٱجْعَل,جعل,جَعَلَ,V
4,75,28,لَّنَا,,,N
4,75,29,مِن,,مِن,
4,75,30,لَّدُنكَ,لدن,لَدُن,N
4,75,31,نَصِيرًا,نصر,نَصِير,N
4,76,1,ٱلَّذِينَ,,الَّذِي,N
4,76,2,ءَامَنُوا۟,أمن,آمَنَ,V
4,76,3,يُقَٰتِلُونَ,قتل,قاتَلَ,V
4,76,4,فِى,,فِي,
4,76,5,سَبِيلِ,سبل,سَبِيل,N
4,76,6,ٱللَّهِ,أله,اللَّه,N
4,76,7,وَٱلَّذِينَ,,الَّذِي,N
4,76,8,كَفَرُوا۟,كفر,كَفَرَ,V
4,76,9,يُقَٰتِلُونَ,قتل,قاتَلَ,V
4,76,10,فِى,,فِي,
4,76,11,سَبِيلِ,سبل,سَبِيل,N
4,76,12,ٱلطَّٰغُوتِ,طغي,طاغُوت,N
4,76,13,فَقَٰتِلُوٓا۟,قتل,قاتَلَ,V
4,76,14,أَوْلِيَآءَ,ولي,وَلِيّ,N
4,76,15,ٱلشَّيْطَٰنِ,شطن,شَيْطان,N
4,76,16,إِنَّ,,إِنّ,
4,76,17,كَيْدَ,كيد,كَيْد,N
4,76,18,ٱلشَّيْطَٰنِ,شطن,شَيْطان,N
4,76,19,كَانَ,كون,كانَ,V
4,76,20,ضَعِيفًا,ضعف,ضَعِيف,N
4,77,1,أَلَمْ,,لَم,
4,77,2,تَرَ,رأي,رَأَى,V
4,77,3,إِلَى,,إِلَى,
