surah,ayah,word_index,token_ar,root,lemma,pos
2,33,20,وَمَا,,ما,N
2,33,21,كُنتُمْ,كون,كانَ,V
2,33,22,تَكْتُمُونَ,كتم,كَتَمَ,V
2,34,1,وَإِذْ,,إِذ,N
2,34,2,قُلْنَا,قول,قالَ,V
2,34,3,لِلْمَلَٰٓئِكَةِ,ملك,مَلَك,N
2,34,4,ٱسْجُدُوا۟,سجد,سَجَدَ,V
2,34,5,لِءَادَمَ,أدم,آدَم,N
2,34,6,فَسَجَدُوٓا۟,سجد,سَجَدَ,V
2,34,7,إِلَّآ,,إِلّا,
2,34,8,إِبْلِيسَ,,إِبْلِيس,N
2,34,9,أَبَىٰ,أبي,أَبَى,V
2,34,10,وَٱسْتَكْبَرَ,كبر,اسْتَكْبَرَ,V
2,34,11,وَكَانَ,كون,كانَ,V
2,34,12,مِنَ,,مِن,
2,34,13,ٱلْكَٰفِرِينَ,كفر,كافِر,N
2,35,1,وَقُلْنَا,قول,قالَ,V
2,35,2,يَٰٓـَٔادَمُ,أدم,آدَم,N
2,35,3,ٱسْكُنْ,سكن,سَكَنَ,V
2,35,4,أَنتَ,,,N
2,35,5,وَزَوْجُكَ,زوج,زَوْج,N
2,35,6,ٱلْجَنَّةَ,جنن,جَنَّة,N
2,35,7,وَكُلَا,أكل,أَكَلَ,V
2,35,8,مِنْهَا,,مِن,
2,35,9,رَغَدًا,رغد,رَغَد,N
2,35,10,حَيْثُ,حيث,حَيْث,N
2,35,11,شِئْتُمَا,شيأ,شاءَ,V
2,35,12,وَلَا,,لا,
2,35,13,تَقْرَبَا,قرب,يَقْرَبُ,V
2,35,14,هَٰذِهِ,,ذا,N
2,35,15,ٱلشَّجَرَةَ,شجر,شَجَرَة,N
2,35,16,فَتَكُونَا,كون,كانَ,V
2,35,17,مِنَ,,مِن,
2,35,18,ٱلظَّٰلِمِينَ,ظلم,ظالِم,N
2,36,1,فَأَزَلَّهُمَا,زلل,أَزَلَّ,V
2,36,2,ٱلشَّيْطَٰنُ,شطن,شَيْطان,N
2,36,3,عَنْهَا,,عَن,
2,36,4,فَأَخْرَجَهُمَا,خرج,أَخْرَجَ,V
2,36,5,مِمَّا,,ما,N
2,36,6,كَانَا,كون,كانَ,V
2,36,7,فِيهِ,,فِي,
2,36,8,وَقُلْنَا,قول,قالَ,V
2,36,9,ٱهْبِطُوا۟,هبط,يَهْبِطُ,V
2,36,10,بَعْضُكُمْ,بعض,بَعْض,N
2,36,11,لِبَعْضٍ,بعض,بَعْض,N
2,36,12,عَدُوٌّ,عدو,عَدُوّ,N
2,36,13,وَلَكُمْ,,,N
2,36,14,فِى,,فِي,
2,36,15,ٱلْأَرْضِ,أرض,أَرْض,N
2,36,16,مُسْتَقَرٌّ,قرر,مُسْتَقَرّ,N
2,36,17,وَمَتَٰعٌ,متع,مَتاع,N
2,36,18,إِلَىٰ,,إِلَى,
2,36,19,حِينٍ,حين,حِين,N
2,37,1,فَتَلَقَّىٰٓ,لقي,تَلَقَّى,V
2,37,2,ءَادَمُ,أدم,آدَم,N
2,37,3,مِن,,مِن,
2,37,4,رَّبِّهِۦ,ربب,رَبّ,N
2,37,5,كَلِمَٰتٍ,كلم,كَلِمَة,N
2,37,6,فَتَابَ,توب,تابَ,V
2,37,7,عَلَيْهِ,,عَلَى,
2,37,8,إِنَّهُۥ,,إِنّ,
2,37,9,هُوَ,,,N
2,37,10,ٱلتَّوَّابُ,توب,تَوّاب,N
2,37,11,ٱلرَّحِيمُ,رحم,رَحِيم,N
2,38,1,قُلْنَا,قول,قالَ,V
2,38,2,ٱهْبِطُوا۟,هبط,يَهْبِطُ,V
2,38,3,مِنْهَا,,مِن,
2,38,4,جَمِيعًا,جمع,جَمِيع,N
2,38,5,فَإِمَّا,,إِمّا,
2,38,6,يَأْتِيَنَّكُم,أتي,أَتَى,V
2,38,7,مِّنِّى,,مِن,
2,38,8,هُدًى,هدي,هُدًى,N
2,38,9,فَمَن,,مَن,N
2,38,10,تَبِعَ,تبع,تَبِعَ,V
2,38,11,هُدَاىَ,هدي,هُدًى,N
2,38,12,فَلَا,,لا,
2,38,13,خَوْفٌ,خوف,خَوْف,N
2,38,14,عَلَيْهِمْ,,عَلَى,
2,38,15,وَلَا,,لا,
2,38,16,هُمْ,,,N
2,38,17,يَحْزَنُونَ,حزن,يَحْزُن,V
2,39,1,وَٱلَّذِينَ,,الَّذِي,N
2,39,2,كَفَرُوا۟,كفر,كَفَرَ,V
2,39,3,وَكَذَّبُوا۟,كذب,كَذَّبَ,V
2,39,4,بِـَٔايَٰتِنَآ,أيي,آيَة,N
2,39,5,أُو۟لَٰٓئِكَ,,ذا,N
2,39,6,أَصْحَٰبُ,صحب,أَصْحاب,N
2,39,7,ٱلنَّارِ,نور,نار,N
2,39,8,هُمْ,,,N
2,39,9,فِيهَا,,فِي,
2,39,10,خَٰلِدُونَ,خلد,خالِد,N
2,40,1,يَٰبَنِىٓ,بني,بُنَىّ,N
2,40,2,إِسْرَٰٓءِيلَ,,إِسْرائِيل,N
2,40,3,ٱذْكُرُوا۟,ذكر,ذَكَرَ,V
2,40,4,نِعْمَتِىَ,نعم,نِعْمَة,N
2,40,5,ٱلَّتِىٓ,,الَّذِي,N
2,40,6,أَنْعَمْتُ,نعم,أَنْعَمَ,V
2,40,7,عَلَيْكُمْ,,عَلَى,
2,40,8,وَأَوْفُوا۟,وفي,أَوْفَى,V
2,40,9,بِعَهْدِىٓ,عهد,عَهْد,N
2,40,10,أُوفِ,وفي,أَوْفَى,V
2,40,11,بِعَهْدِكُمْ,عهد,عَهْد,N
2,40,12,وَإِيَّٰىَ,,,N
2,40,13,فَٱرْهَبُونِ,رهب,يَرْهَبُ,V
2,41,1,وَءَامِنُوا۟,أمن,آمَنَ,V
2,41,2,بِمَآ,,ما,N
2,41,3,أَنزَلْتُ,نزل,أَنزَلَ,V
2,41,4,مُصَدِّقًا,صدق,مُصَدِّق,N
2,41,5,لِّمَا,,ما,N
2,41,6,مَعَكُمْ,,مَع,N
2,41,7,وَلَا,,لا,
2,41,8,تَكُونُوٓا۟,كون,كانَ,V
2,41,9,أَوَّلَ,أول,أَوَّل,N
2,41,10,كَافِرٍۭ,كفر,كافِر,N
2,41,11,بِهِۦ,,,N
2,41,12,وَلَا,,لا,
2,41,13,تَشْتَرُوا۟,شري,اشْتَرَى,V
2,41,14,بِـَٔايَٰتِى,أيي,آيَة,N
2,41,15,ثَمَنًا,ثمن,ثَمَن,N
2,41,16,قَلِيلًا,قلل,قَلِيل,N
2,41,17,وَإِيَّٰىَ,,,N
2,41,18,فَٱتَّقُونِ,وقي,اتَّقَى,V
2,42,1,وَلَا,,لا,
2,42,2,تَلْبِسُوا۟,لبس,لَبَسْ,V
2,42,3,ٱلْحَقَّ,حقق,حَقّ,N
2,42,4,بِٱلْبَٰطِلِ,بطل,باطِل,N
2,42,5,وَتَكْتُمُوا۟,كتم,كَتَمَ,V
2,42,6,ٱلْحَقَّ,حقق,حَقّ,N
2,42,7,وَأَنتُمْ,,,N
2,42,8,تَعْلَمُونَ,علم,عَلِمَ,V
2,43,1,وَأَقِيمُوا۟,قوم,أَقامَ,V
2,43,2,ٱلصَّلَوٰةَ,صلو,صَلاة,N
2,43,3,وَءَاتُوا۟,أتي,آتَى,V
2,43,4,ٱلزَّكَوٰةَ,زكو,زَكاة,N
2,43,5,وَٱرْكَعُوا۟,ركع,يَرْكَعُ,V
2,43,6,مَعَ,,مَع,N
2,43,7,ٱلرَّٰكِعِينَ,ركع,راكِع,N
2,44,1,أَتَأْمُرُونَ,أمر,أَمَرَ,V
2,44,2,ٱلنَّاسَ,أنس,ناس,N
2,44,3,بِٱلْبِرِّ,برر,بِرّ,N
2,44,4,وَتَنسَوْنَ,نسي,نَسِيَ,V
2,44,5,أَنفُسَكُمْ,نفس,نَفْس,N
2,44,6,وَأَنتُمْ,,,N
2,44,7,تَتْلُونَ,تلو,تَلَى,V
2,44,8,ٱلْكِتَٰبَ,كتب,كِتاب,N
2,44,9,أَفَلَا,,لا,
2,44,10,تَعْقِلُونَ,عقل,عَقَلُ,V
2,45,1,وَٱسْتَعِينُوا۟,عون,اسْتَعِينُ,V
2,45,2,بِٱلصَّبْرِ,صبر,صَبْر,N
2,45,3,وَٱلصَّلَوٰةِ,صلو,صَلاة,N
2,45,4,وَإِنَّهَا,,إِنّ,
2,45,5,لَكَبِيرَةٌ,كبر,كَبِيرَة,N
2,45,6,إِلَّا,,إِلّا,
2,45,7,عَلَى,,عَلَى,
2,45,8,ٱلْخَٰشِعِينَ,خشع,خاشِع,N
2,46,1,ٱلَّذِينَ,,الَّذِي,N
2,46,2,يَظُنُّونَ,ظنن,ظَنَّ,V
2,46,3,أَنَّهُم,,أَنّ,
2,46,4,مُّلَٰقُوا۟,لقي,مُلاقُوا,N
2,46,5,رَبِّهِمْ,ربب,رَبّ,N
2,46,6,وَأَنَّهُمْ,,أَنّ,
2,46,7,إِلَيْهِ,,إِلَى,
2,46,8,رَٰجِعُونَ,رجع,راجِع,N
2,47,1,يَٰبَنِىٓ,بني,بُنَىّ,N
2,47,2,إِسْرَٰٓءِيلَ,,إِسْرائِيل,N
2,47,3,ٱذْكُرُوا۟,ذكر,ذَكَرَ,V
2,47,4,نِعْمَتِىَ,نعم,نِعْمَة,N
2,47,5,ٱلَّتِىٓ,,الَّذِي,N
2,47,6,أَنْعَمْتُ,نعم,أَنْعَمَ,V
2,47,7,عَلَيْكُمْ,,عَلَى,
2,47,8,وَأَنِّى,,أَنّ,
2,47,9,فَضَّلْتُكُمْ,فضل,فَضَّلَ,V
2,47,10,عَلَى,,عَلَى,
2,47,11,ٱلْعَٰلَمِينَ,علم,عالَم,N
2,48,1,وَٱتَّقُوا۟,وقي,اتَّقَى,V
2,48,2,يَوْمًا,يوم,يَوْم,N
2,48,3,لَّا,,لا,
2,48,4,تَجْزِى,جزي,جَزَى,V
2,48,5,نَفْسٌ,نفس,نَفْس,N
2,48,6,عَن,,عَن,
2,48,7,نَّفْسٍ,نفس,نَفْس,N
2,48,8,شَيْـًٔا,شيأ,شَىْء,N
2,48,9,وَلَا,,لا,
2,48,10,يُقْبَلُ,قبل,يَقْبَلُ,V
2,48,11,مِنْهَا,,مِن,
2,48,12,شَفَٰعَةٌ,شفع,شَفاعَة,N
2,48,13,وَلَا,,لا,
2,48,14,يُؤْخَذُ,أخذ,أَخَذَ,V
2,48,15,مِنْهَا,,مِن,
2,48,16,عَدْلٌ,عدل,عَدْل,N
2,48,17,وَلَا,,لا,
2,48,18,هُمْ,,,N
2,48,19,يُنصَرُونَ,نصر,نَصَرَ,V
2,49,1,وَإِذْ,,إِذ,N
2,49,2,نَجَّيْنَٰكُم,نجو,نَجَّى,V
2,49,3,مِّنْ,,مِن,
2,49,4,ءَالِ,أول,آل,N
2,49,5,فِرْعَوْنَ,,فِرْعَوْن,N
2,49,6,يَسُومُونَكُمْ,سوم,يَسُومُ,V
2,49,7,سُوٓءَ,سوأ,سُوء,N
2,49,8,ٱلْعَذَابِ,عذب,عَذاب,N
2,49,9,يُذَبِّحُونَ,ذبح,يُذَبِّحُ,V
2,49,10,أَبْنَآءَكُمْ,بني,ابْن,N
2,49,11,وَيَسْتَحْيُونَ,حيي,يَسْتَحْىِۦ,V
2,49,12,نِسَآءَكُمْ,نسو,نِساء,N
2,49,13,وَفِى,,فِي,
2,49,14,ذَٰلِكُم,,ذا,N
2,49,15,بَلَآءٌ,بلو,بَلاء,N
2,49,16,مِّن,,مِن,
2,49,17,رَّبِّكُمْ,ربب,رَبّ,N
2,49,18,عَظِيمٌ,عظم,عَظِيم,N
2,50,1,وَإِذْ,,إِذ,N
2,50,2,فَرَقْنَا,فرق,فَرَقْ,V
2,50,3,بِكُمُ,,,N
2,50,4,ٱلْبَحْرَ,بحر,بَحْر,N
2,50,5,فَأَنجَيْنَٰكُمْ,نجو,أَنجَى,V
2,50,6,وَأَغْرَقْنَآ,غرق,أُغْرِقُ,V
2,50,7,ءَالَ,أول,آل,N
2,50,8,فِرْعَوْنَ,,فِرْعَوْن,N
2,50,9,وَأَنتُمْ,,,N
2,50,10,تَنظُرُونَ,نظر,نَظَرَ,V
2,51,1,وَإِذْ,,إِذ,N
2,51,2,وَٰعَدْنَا,وعد,واعَدْ,V
2,51,3,مُوسَىٰٓ,,مُوسَى,N
2,51,4,أَرْبَعِينَ,ربع,أَرْبَع,N
2,51,5,لَيْلَةً,ليل,لَيْلَة,N
2,51,6,ثُمَّ,,ثُمّ,
2,51,7,ٱتَّخَذْتُمُ,أخذ,اتَّخَذَ,V
2,51,8,ٱلْعِجْلَ,عجل,عِجْل,N
2,51,9,مِنۢ,,مِن,
2,51,10,بَعْدِهِۦ,بعد,بَعْد,N
2,51,11,وَأَنتُمْ,,,N
2,51,12,ظَٰلِمُونَ,ظلم,ظالِم,N
2,52,1,ثُمَّ,,ثُمّ,
2,52,2,عَفَوْنَا,عفو,عَفا,V
2,52,3,عَنكُم,,عَن,
2,52,4,مِّنۢ,,مِن,
2,52,5,بَعْدِ,بعد,بَعْد,N
2,52,6,ذَٰلِكَ,,ذا,N
2,52,7,لَعَلَّكُمْ,,لَعَلّ,
2,52,8,تَشْكُرُونَ,شكر,شَكَرَ,V
2,53,1,وَإِذْ,,إِذ,N
2,53,2,ءَاتَيْنَا,أتي,آتَى,V
2,53,3,مُوسَى,,مُوسَى,N
2,53,4,ٱلْكِتَٰبَ,كتب,كِتاب,N
2,53,5,وَٱلْفُرْقَانَ,فرق,فُرْقان,N
2,53,6,لَعَلَّكُمْ,,لَعَلّ,
2,53,7,تَهْتَدُونَ,هدي,اهْتَدَى,V
2,54,1,وَإِذْ,,إِذ,N
2,54,2,قَالَ,قول,قالَ,V
2,54,3,مُوسَىٰ,,مُوسَى,N
2,54,4,لِقَوْمِهِۦ,قوم,قَوْم,N
2,54,5,يَٰقَوْمِ,قوم,قَوْم,N
2,54,6,إِنَّكُمْ,,إِنّ,
2,54,7,ظَلَمْتُمْ,ظلم,ظَلَمَ,V
2,54,8,أَنفُسَكُم,نفس,نَفْس,N
2,54,9,بِٱتِّخَاذِكُمُ,أخذ,اتِّخاذ,N
2,54,10,ٱلْعِجْلَ,عجل,عِجْل,N
2,54,11,فَتُوبُوٓا۟,توب,تابَ,V
2,54,12,إِلَىٰ,,إِلَى,
2,54,13,بَارِئِكُمْ,برأ,بارِئ,N
2,54,14,فَٱقْتُلُوٓا۟,قتل,قَتَلَ,V
2,54,15,أَنفُسَكُمْ,نفس,نَفْس,N
2,54,16,ذَٰلِكُمْ,,ذا,N
2,54,17,خَيْرٌ,خير,خَيْر,N
2,54,18,لَّكُمْ,,,N
2,54,19,عِندَ,عند,عِند,N
2,54,20,بَارِئِكُمْ,برأ,بارِئ,N
2,54,21,فَتَابَ,توب,تابَ,V
2,54,22,عَلَيْكُمْ,,عَلَى,
2,54,23,إِنَّهُۥ,,إِنّ,
2,54,24,هُوَ,,,N
2,54,25,ٱلتَّوَّابُ,توب,تَوّاب,N
2,54,26,ٱلرَّحِيمُ,رحم,رَحِيم,N
2,55,1,وَإِذْ,,إِذ,N
2,55,2,قُلْتُمْ,قول,قالَ,V
2,55,3,يَٰمُوسَىٰ,,مُوسَى,N
2,55,4,لَن,,لَن,
2,55,5,نُّؤْمِنَ,أمن,آمَنَ,V
2,55,6,لَكَ,,,N
2,55,7,حَتَّىٰ,,حَتَّى,
2,55,8,نَرَى,رأي,رَأَى,V
2,55,9,ٱللَّهَ,أله,اللَّه,N
2,55,10,جَهْرَةً,جهر,جَهْرَة,N
2,55,11,فَأَخَذَتْكُمُ,أخذ,أَخَذَ,V
2,55,12,ٱلصَّٰعِقَةُ,صعق,صاعِقَة,N
2,55,13,وَأَنتُمْ,,,N
2,55,14,تَنظُرُونَ,نظر,نَظَرَ,V
2,56,1,ثُمَّ,,ثُمّ,
2,56,2,بَعَثْنَٰكُم,بعث,بَعَثَ,V
2,56,3,مِّنۢ,,مِن,
2,56,4,بَعْدِ,بعد,بَعْد,N
2,56,5,مَوْتِكُمْ,موت,مَوْت,N
2,56,6,لَعَلَّكُمْ,,لَعَلّ,
2,56,7,تَشْكُرُونَ,شكر,شَكَرَ,V
2,57,1,وَظَلَّلْنَا,ظلل,ظَلَّلْ,V
2,57,2,عَلَيْكُمُ,,عَلَى,
2,57,3,ٱلْغَمَامَ,غمم,غَمام,N
2,57,4,وَأَنزَلْنَا,نزل,أَنزَلَ,V
2,57,5,عَلَيْكُمُ,,عَلَى,
2,57,6,ٱلْمَنَّ,منن,مَنّ,N
2,57,7,وَٱلسَّلْوَىٰ,سلو,سَلْوَى,N
2,57,8,كُلُوا۟,أكل,أَكَلَ,V
2,57,9,مِن,,مِن,
2,57,10,طَيِّبَٰتِ,طيب,طَيِّبَة,N
2,57,11,مَا,,ما,N
2,57,12,رَزَقْنَٰكُمْ,رزق,رَزَقَ,V
2,57,13,وَمَا,,ما,
2,57,14,ظَلَمُونَا,ظلم,ظَلَمَ,V
2,57,15,وَلَٰكِن,,لٰكِن,
2,57,16,كَانُوٓا۟,كون,كانَ,V
2,57,17,أَنفُسَهُمْ,نفس,نَفْس,N
2,57,18,يَظْلِمُونَ,ظلم,ظَلَمَ,V
2,58,1,وَإِذْ,,إِذ,N
2,58,2,قُلْنَا,قول,قالَ,V
2,58,3,ٱدْخُلُوا۟,دخل,دَخَلَ,V
2,58,4,هَٰذِهِ,,ذا,N
2,58,5,ٱلْقَرْيَةَ,قري,قَرْيَة,N
2,58,6,فَكُلُوا۟,أكل,أَكَلَ,V
2,58,7,مِنْهَا,,مِن,
2,58,8,حَيْثُ,حيث,حَيْث,N
2,58,9,شِئْتُمْ,شيأ,شاءَ,V
2,58,10,رَغَدًا,رغد,رَغَد,N
2,58,11,وَٱدْخُلُوا۟,دخل,دَخَلَ,V
2,58,12,ٱلْبَابَ,بوب,باب,N
2,58,13,سُجَّدًا,سجد,ساجِد,N
2,58,14,وَقُولُوا۟,قول,قالَ,V
2,58,15,حِطَّةٌ,حطط,حِطَّة,N
2,58,16,نَّغْفِرْ,غفر,غَفَرَ,V
2,58,17,لَكُمْ,,,N
2,58,18,خَطَٰيَٰكُمْ,خطأ,خَطِيئَة,N
2,58,19,وَسَنَزِيدُ,زيد,زادَ,V
2,58,20,ٱلْمُحْسِنِينَ,حسن,مُحْسِن,N
2,59,1,فَبَدَّلَ,بدل,بَدَّلَ,V
2,59,2,ٱلَّذِينَ,,الَّذِي,N
2,59,3,ظَلَمُوا۟,ظلم,ظَلَمَ,V
2,59,4,قَوْلًا,قول,قَوْل,N
2,59,5,غَيْرَ,غير,غَيْر,N
2,59,6,ٱلَّذِى,,الَّذِي,N
2,59,7,قِيلَ,قول,قالَ,V
2,59,8,لَهُمْ,,,N
2,59,9,فَأَنزَلْنَا,نزل,أَنزَلَ,V
2,59,10,عَلَى,,عَلَى,
2,59,11,ٱلَّذِينَ,,الَّذِي,N
2,59,12,ظَلَمُوا۟,ظلم,ظَلَمَ,V
2,59,13,رِجْزًا,رجز,رِجْز,N
2,59,14,مِّنَ,,مِن,
2,59,15,ٱلسَّمَآءِ,سمو,سَماء,N
2,59,16,بِمَا,,ما,N
2,59,17,كَانُوا۟,كون,كانَ,V
2,59,18,يَفْسُقُونَ,فسق,فَسَقَ,V
2,60,1,وَإِذِ,,إِذ,N
2,60,2,ٱسْتَسْقَىٰ,سقي,اسْتَسْقَى,V
2,60,3,مُوسَىٰ,,مُوسَى,N
2,60,4,لِقَوْمِهِۦ,قوم,قَوْم,N
2,60,5,فَقُلْنَا,قول,قالَ,V
2,60,6,ٱضْرِب,ضرب,ضَرَبَ,V
2,60,7,بِّعَصَاكَ,عصو,عَصا,N
2,60,8,ٱلْحَجَرَ,حجر,حَجَر,N
2,60,9,فَٱنفَجَرَتْ,فجر,انفَجَرَتْ,V
2,60,10,مِنْهُ,,مِن,
2,60,11,ٱثْنَتَا,ثني,اثْنَتَيْن,N
2,60,12,عَشْرَةَ,عشر,عَشْرَة,N
2,60,13,عَيْنًا,عين,عَيْن,N
2,60,14,قَدْ,,قَد,
2,60,15,عَلِمَ,علم,عَلِمَ,V
2,60,16,كُلُّ,كلل,كُلّ,N
2,60,17,أُنَاسٍ,أنس,إِنسان,N
2,60,18,مَّشْرَبَهُمْ,شرب,مَشْرَب,N
2,60,19,كُلُوا۟,أكل,أَكَلَ,V
2,60,20,وَٱشْرَبُوا۟,شرب,شَرِبَ,V
2,60,21,مِن,,مِن,
2,60,22,رِّزْقِ,رزق,رِزْق,N
2,60,23,ٱللَّهِ,أله,اللَّه,N
2,60,24,وَلَا,,لا,
2,60,25,تَعْثَوْا۟,عثو,تَعْثَ,V
2,60,26,فِى,,فِي,
2,60,27,ٱلْأَرْضِ,أرض,أَرْض,N
2,60,28,مُفْسِدِينَ,فسد,مُفْسِد,N
2,61,1,وَإِذْ,,إِذ,N
2,61,2,قُلْتُمْ,قول,قالَ,V
2,61,3,يَٰمُوسَىٰ,,مُوسَى,N
2,61,4,لَن,,لَن,
2,61,5,نَّصْبِرَ,صبر,صَبَرَ,V
2,61,6,عَلَىٰ,,عَلَى,
2,61,7,طَعَامٍ,طعم,طَعام,N
2,61,8,وَٰحِدٍ,وحد,واحِد,N
2,61,9,فَٱدْعُ,دعو,دَعا,V
2,61,10,لَنَا,,,N
2,61,11,رَبَّكَ,ربب,رَبّ,N
2,61,12,يُخْرِجْ,خرج,أَخْرَجَ,V
2,61,13,لَنَا,,,N
2,61,14,مِمَّا,,ما,N
2,61,15,تُنۢبِتُ,نبت,أَنۢبَتَ,V
2,61,16,ٱلْأَرْضُ,أرض,أَرْض,N
2,61,17,مِنۢ,,مِن,
2,61,18,بَقْلِهَا,بقل,بَقْل,N
2,61,19,وَقِثَّآئِهَا,قثأ,قِثّائ,N
2,61,20,وَفُومِهَا,فوم,فُوم,N
2,61,21,وَعَدَسِهَا,عدس,عَدَس,N
2,61,22,وَبَصَلِهَا,بصل,بَصَل,N
2,61,23,قَالَ,قول,قالَ,V
2,61,24,أَتَسْتَبْدِلُونَ,بدل,يَسْتَبْدِلْ,V
2,61,25,ٱلَّذِى,,الَّذِي,N
2,61,26,هُوَ,,,N
2,61,27,أَدْنَىٰ,دنو,أَدْنَى,N
2,61,28,بِٱلَّذِى,,الَّذِي,N
2,61,29,هُوَ,,,N
2,61,30,خَيْرٌ,خير,خَيْر,N
2,61,31,ٱهْبِطُوا۟,هبط,يَهْبِطُ,V
2,61,32,مِصْرًا,مصر,مِصْر,N
2,61,33,فَإِنَّ,,إِنّ,
2,61,34,لَكُم,,,N
2,61,35,مَّا,,ما,N
2,61,36,سَأَلْتُمْ,سأل,سَأَلَ,V
2,61,37,وَضُرِبَتْ,ضرب,ضَرَبَ,V
2,61,38,عَلَيْهِمُ,,عَلَى,
2,61,39,ٱلذِّلَّةُ,ذلل,ذِلَّة,N
2,61,40,وَٱلْمَسْكَنَةُ,سكن,مَسْكَنَة,N
2,61,41,وَبَآءُو,بوأ,باءَ,V
2,61,42,بِغَضَبٍ,غضب,غَضَب,N
2,61,43,مِّنَ,,مِن,
2,61,44,ٱللَّهِ,أله,اللَّه,N
2,61,45,ذَٰلِكَ,,ذا,N
2,61,46,بِأَنَّهُمْ,,أَنّ,
2,61,47,كَانُوا۟,كون,كانَ,V
2,61,48,يَكْفُرُونَ,كفر,كَفَرَ,V
2,61,49,بِـَٔايَٰتِ,أيي,آيَة,N
2,61,50,ٱللَّهِ,أله,اللَّه,N
2,61,51,وَيَقْتُلُونَ,قتل,قَتَلَ,V
2,61,52,ٱلنَّبِيِّۦنَ,نبأ,نَبِيّ,N
2,61,53,بِغَيْرِ,غير,غَيْر,N
2,61,54,ٱلْحَقِّ,حقق,حَقّ,N
2,61,55,ذَٰلِكَ,,ذا,N
2,61,56,بِمَا,,ما,N
2,61,57,عَصَوا۟,عصي,عَصا,V
2,61,58,وَّكَانُوا۟,كون,كانَ,V
2,61,59,يَعْتَدُونَ,عدو,اعْتَدَى,V
2,62,1,إِنَّ,,إِنّ,
2,62,2,ٱلَّذِينَ,,الَّذِي,N
2,62,3,ءَامَنُوا۟,أمن,آمَنَ,V
2,62,4,وَٱلَّذِينَ,,الَّذِي,N
2,62,5,هَادُوا۟,هود,هادُ,V
2,62,6,وَٱلنَّصَٰرَىٰ,نصر,نَصْرانِيّ,N
2,62,7,وَٱلصَّٰبِـِٔينَ,صبأ,صابِئ,N
2,62,8,مَنْ,,مَن,N
2,62,9,ءَامَنَ,أمن,آمَنَ,V
2,62,10,بِٱللَّهِ,أله,اللَّه,N
2,62,11,وَٱلْيَوْمِ,يوم,يَوْم,N
2,62,12,ٱلْءَاخِرِ,أخر,آخِر,N
2,62,13,وَعَمِلَ,عمل,عَمِلَ,V
2,62,14,صَٰلِحًا,صلح,صالِح,N
2,62,15,فَلَهُمْ,,,N
2,62,16,أَجْرُهُمْ,أجر,أَجْر,N
2,62,17,عِندَ,عند,عِند,N
2,62,18,رَبِّهِمْ,ربب,رَبّ,N
2,62,19,وَلَا,,لا,
2,62,20,خَوْفٌ,خوف,خَوْف,N
2,62,21,عَلَيْهِمْ,,عَلَى,
2,62,22,وَلَا,,لا,
2,62,23,هُمْ,,,N
2,62,24,يَحْزَنُونَ,حزن,يَحْزُن,V
2,63,1,وَإِذْ,,إِذ,N
2,63,2,أَخَذْنَا,أخذ,أَخَذَ,V
2,63,3,مِيثَٰقَكُمْ,وثق,مِيثاق,N
2,63,4,وَرَفَعْنَا,رفع,رَفَعَ,V
2,63,5,فَوْقَكُمُ,فوق,فَوْق,N
2,63,6,ٱلطُّورَ,طور,طُور,N
2,63,7,خُذُوا۟,أخذ,أَخَذَ,V
2,63,8,مَآ,,ما,N
2,63,9,ءَاتَيْنَٰكُم,أتي,آتَى,V
2,63,10,بِقُوَّةٍ,قوي,قُوَّة,N
2,63,11,وَٱذْكُرُوا۟,ذكر,ذَكَرَ,V
2,63,12,مَا,,ما,N
2,63,13,فِيهِ,,فِي,
2,63,14,لَعَلَّكُمْ,,لَعَلّ,
2,63,15,تَتَّقُونَ,وقي,اتَّقَى,V
2,64,1,ثُمَّ,,ثُمّ,
2,64,2,تَوَلَّيْتُم,ولي,تَوَلَّى,V
2,64,3,مِّنۢ,,مِن,
2,64,4,بَعْدِ,بعد,بَعْد,N
2,64,5,ذَٰلِكَ,,ذا,N
2,64,6,فَلَوْلَا,,لَوْلا,
2,64,7,فَضْلُ,فضل,فَضْل,N
2,64,8,ٱللَّهِ,أله,اللَّه,N
2,64,9,عَلَيْكُمْ,,عَلَى,
2,64,10,وَرَحْمَتُهُۥ,رحم,رَحْمَة,N
2,64,11,لَكُنتُم,كون,كانَ,V
2,64,12,مِّنَ,,مِن,
2,64,13,ٱلْخَٰسِرِينَ,خسر,خاسِر,N
2,65,1,وَلَقَدْ,,قَد,
2,65,2,عَلِمْتُمُ,علم,عَلِمَ,V
2,65,3,ٱلَّذِينَ,,الَّذِي,N
2,65,4,ٱعْتَدَوْا۟,عدو,اعْتَدَى,V
2,65,5,مِنكُمْ,,مِن,
2,65,6,فِى,,فِي,
2,65,7,ٱلسَّبْتِ,سبت,سَبْت,N
2,65,8,فَقُلْنَا,قول,قالَ,V
2,65,9,لَهُمْ,,,N
2,65,10,كُونُوا۟,كون,كانَ,V
2,65,11,قِرَدَةً,قرد,قِرَدَة,N
2,65,12,خَٰسِـِٔينَ,خسأ,خاسِئ,N
2,66,1,فَجَعَلْنَٰهَا,جعل,جَعَلَ,V
2,66,2,نَكَٰلًا,نكل,نَكال,N
2,66,3,لِّمَا,,ما,N
2,66,4,بَيْنَ,بين,بَيْن,N
2,66,5,يَدَيْهَا,يدي,يَد,N
2,66,6,وَمَا,,ما,N
